,SORTING,EVENTTIME,ACTIVITY_EN,Automation,Customer_Location,Costs,Customer Satisfaction,Cost Factor,Weekday,Daytime,Distribution Channel,Customer Location,Customer Type
10791,1694,13/08/2018 09:31,Baking pizza ready,B,Munich District One,10.0,0.0,Chef 1,Friday,12.0,BestOrder Inc.,Munich District Three,Student
10792,1694,13/08/2018 09:31,Baking pizza ready,B,Munich District One,8.0,0.0,Chef 1,Saturday,13.0,Feedera SE,Munich District Two,Student
10793,1694,13/08/2018 09:31,Baking pizza ready,B,Munich District One,3.0,0.0,Delivery Guy 1 ,Sunday,18.0,Deliver Now Holding,Munich District One,Student
10794,1694,13/08/2018 09:31,Baking pizza ready,B,Munich District One,8.0,4.0,Delivery Guy 2,Saturday,10.0,BestOrder Inc.,Munich District One,Adult
10795,1694,13/08/2018 09:31,Baking pizza ready,B,Munich District One,17.0,4.0,Chef 1,Friday,12.0,Deliveruu Inc.,Munich District One,Student
10796,1695,27/03/2018 08:45,Order by phone,A,Munich District One,7.0,1.0,Delivery Scooters ,Sunday,12.0,BestOrder Inc.,Munich District Four,Student
10797,1695,27/03/2018 08:45,Order by phone,A,Munich District One,16.0,4.0,Chef 1,Sunday,18.0,Feedera SE,Munich District One,Student
10798,1695,27/03/2018 08:45,Order by phone,A,Munich District One,11.0,4.0,Phone Bill,Saturday,13.0,Deliver Now Holding,Munich District Three,Teenager
10799,1695,27/03/2018 08:45,Order by phone,A,Munich District One,9.0,2.0,Delivery Scooters ,Saturday,18.0,BestOrder Inc.,Munich District One,Student
10800,1695,27/03/2018 08:45,Order by phone,A,Munich District One,22.0,0.0,Chef 2,Friday,17.0,Deliver Now Holding,Munich District Three,Adult
10801,1695,27/03/2018 08:45,Order by phone,A,Munich District One,8.0,1.0,Chef 2,Saturday,18.0,BestOrder Inc.,Munich District Four,Student
10802,1695,27/03/2018 08:45,Order by phone,A,Munich District One,38.0,1.0,Chef 1,Sunday,15.0,BestOrder Inc.,Munich District Three,Student
10803,1695,27/03/2018 08:45,Order by phone,A,Munich District One,39.0,4.0,Chef 2,Sunday,18.0,Feedera SE,Munich District Two,Student
10804,1695,27/03/2018 08:45,Order by phone,A,Munich District One,1.0,0.0,Chef 2,Saturday,19.0,Feedera SE,Munich District One,Adult
10805,1695,27/03/2018 08:45,Order by phone,A,Munich District One,8.0,1.0,Chef 2,Thursday,21.0,Deliver Now Holding,Munich District Two,Teenager
10806,1695,27/03/2018 08:45,Order by phone,A,Munich District One,13.0,1.0,Chef 2,Sunday,19.0,Feedera SE,Munich District One,Student
10807,1695,27/03/2018 08:45,Order by phone,A,Munich District One,10.0,3.0,Ingredients,Saturday,18.0,Feedera SE,Munich District Five,Teenager
10808,1695,27/03/2018 08:45,Order by phone,A,Munich District One,10.0,3.0,Delivery Scooters ,Monday,13.0,Deliveruu Inc.,Munich District One,Student
10809,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,7.0,1.0,Delivery Scooters ,Sunday,12.0,BestOrder Inc.,Munich District Four,Student
10810,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,16.0,4.0,Chef 1,Sunday,18.0,Feedera SE,Munich District One,Student
10811,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,11.0,4.0,Phone Bill,Saturday,13.0,Deliver Now Holding,Munich District Three,Teenager
10812,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,9.0,2.0,Delivery Scooters ,Saturday,18.0,BestOrder Inc.,Munich District One,Student
10813,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,22.0,0.0,Chef 2,Friday,17.0,Deliver Now Holding,Munich District Three,Adult
10814,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,8.0,1.0,Chef 2,Saturday,18.0,BestOrder Inc.,Munich District Four,Student
10815,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,38.0,1.0,Chef 1,Sunday,15.0,BestOrder Inc.,Munich District Three,Student
10816,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,39.0,4.0,Chef 2,Sunday,18.0,Feedera SE,Munich District Two,Student
10817,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,1.0,0.0,Chef 2,Saturday,19.0,Feedera SE,Munich District One,Adult
10818,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,8.0,1.0,Chef 2,Thursday,21.0,Deliver Now Holding,Munich District Two,Teenager
10819,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,13.0,1.0,Chef 2,Sunday,19.0,Feedera SE,Munich District One,Student
10820,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,10.0,3.0,Ingredients,Saturday,18.0,Feedera SE,Munich District Five,Teenager
10821,1696,27/03/2018 08:47,Start preparing pizza,A,Munich District One,10.0,3.0,Delivery Scooters ,Monday,13.0,Deliveruu Inc.,Munich District One,Student
10822,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,7.0,1.0,Delivery Scooters ,Sunday,12.0,BestOrder Inc.,Munich District Four,Student
10823,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,16.0,4.0,Chef 1,Sunday,18.0,Feedera SE,Munich District One,Student
10824,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,11.0,4.0,Phone Bill,Saturday,13.0,Deliver Now Holding,Munich District Three,Teenager
10825,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,9.0,2.0,Delivery Scooters ,Saturday,18.0,BestOrder Inc.,Munich District One,Student
10826,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,22.0,0.0,Chef 2,Friday,17.0,Deliver Now Holding,Munich District Three,Adult
10827,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,8.0,1.0,Chef 2,Saturday,18.0,BestOrder Inc.,Munich District Four,Student
10828,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,38.0,1.0,Chef 1,Sunday,15.0,BestOrder Inc.,Munich District Three,Student
10829,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,39.0,4.0,Chef 2,Sunday,18.0,Feedera SE,Munich District Two,Student
10830,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,1.0,0.0,Chef 2,Saturday,19.0,Feedera SE,Munich District One,Adult
10831,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,8.0,1.0,Chef 2,Thursday,21.0,Deliver Now Holding,Munich District Two,Teenager
10832,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,13.0,1.0,Chef 2,Sunday,19.0,Feedera SE,Munich District One,Student
10833,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,10.0,3.0,Ingredients,Saturday,18.0,Feedera SE,Munich District Five,Teenager
10834,1697,27/03/2018 08:53,Start baking pizza,A,Munich District One,10.0,3.0,Delivery Scooters ,Monday,13.0,Deliveruu Inc.,Munich District One,Student
10835,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,7.0,1.0,Delivery Scooters ,Sunday,12.0,BestOrder Inc.,Munich District Four,Student
10836,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,16.0,4.0,Chef 1,Sunday,18.0,Feedera SE,Munich District One,Student
10837,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,11.0,4.0,Phone Bill,Saturday,13.0,Deliver Now Holding,Munich District Three,Teenager
10838,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,9.0,2.0,Delivery Scooters ,Saturday,18.0,BestOrder Inc.,Munich District One,Student
10839,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,22.0,0.0,Chef 2,Friday,17.0,Deliver Now Holding,Munich District Three,Adult
10840,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,8.0,1.0,Chef 2,Saturday,18.0,BestOrder Inc.,Munich District Four,Student
10841,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,38.0,1.0,Chef 1,Sunday,15.0,BestOrder Inc.,Munich District Three,Student
10842,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,39.0,4.0,Chef 2,Sunday,18.0,Feedera SE,Munich District Two,Student
10843,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,1.0,0.0,Chef 2,Saturday,19.0,Feedera SE,Munich District One,Adult
10844,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,8.0,1.0,Chef 2,Thursday,21.0,Deliver Now Holding,Munich District Two,Teenager
10845,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,13.0,1.0,Chef 2,Sunday,19.0,Feedera SE,Munich District One,Student
10846,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,10.0,3.0,Ingredients,Saturday,18.0,Feedera SE,Munich District Five,Teenager
10847,1698,27/03/2018 09:00,Baking pizza ready,A,Munich District One,10.0,3.0,Delivery Scooters ,Monday,13.0,Deliveruu Inc.,Munich District One,Student
10848,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,7.0,1.0,Delivery Scooters ,Sunday,12.0,BestOrder Inc.,Munich District Four,Student
10849,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,16.0,4.0,Chef 1,Sunday,18.0,Feedera SE,Munich District One,Student
10850,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,11.0,4.0,Phone Bill,Saturday,13.0,Deliver Now Holding,Munich District Three,Teenager
10851,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,9.0,2.0,Delivery Scooters ,Saturday,18.0,BestOrder Inc.,Munich District One,Student
10852,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,22.0,0.0,Chef 2,Friday,17.0,Deliver Now Holding,Munich District Three,Adult
10853,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,8.0,1.0,Chef 2,Saturday,18.0,BestOrder Inc.,Munich District Four,Student
10854,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,38.0,1.0,Chef 1,Sunday,15.0,BestOrder Inc.,Munich District Three,Student
10855,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,39.0,4.0,Chef 2,Sunday,18.0,Feedera SE,Munich District Two,Student
10856,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,1.0,0.0,Chef 2,Saturday,19.0,Feedera SE,Munich District One,Adult
10857,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,8.0,1.0,Chef 2,Thursday,21.0,Deliver Now Holding,Munich District Two,Teenager
10858,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,13.0,1.0,Chef 2,Sunday,19.0,Feedera SE,Munich District One,Student
10859,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,10.0,3.0,Ingredients,Saturday,18.0,Feedera SE,Munich District Five,Teenager
10860,1699,27/03/2018 09:05,Start baking pizza,B,Munich District One,10.0,3.0,Delivery Scooters ,Monday,13.0,Deliveruu Inc.,Munich District One,Student
10861,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,7.0,1.0,Delivery Scooters ,Sunday,12.0,BestOrder Inc.,Munich District Four,Student
10862,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,16.0,4.0,Chef 1,Sunday,18.0,Feedera SE,Munich District One,Student
10863,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,11.0,4.0,Phone Bill,Saturday,13.0,Deliver Now Holding,Munich District Three,Teenager
10864,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,9.0,2.0,Delivery Scooters ,Saturday,18.0,BestOrder Inc.,Munich District One,Student
10865,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,22.0,0.0,Chef 2,Friday,17.0,Deliver Now Holding,Munich District Three,Adult
10866,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,8.0,1.0,Chef 2,Saturday,18.0,BestOrder Inc.,Munich District Four,Student
10867,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,38.0,1.0,Chef 1,Sunday,15.0,BestOrder Inc.,Munich District Three,Student
10868,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,39.0,4.0,Chef 2,Sunday,18.0,Feedera SE,Munich District Two,Student
10869,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,1.0,0.0,Chef 2,Saturday,19.0,Feedera SE,Munich District One,Adult
10870,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,8.0,1.0,Chef 2,Thursday,21.0,Deliver Now Holding,Munich District Two,Teenager
10871,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,13.0,1.0,Chef 2,Sunday,19.0,Feedera SE,Munich District One,Student
10872,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,10.0,3.0,Ingredients,Saturday,18.0,Feedera SE,Munich District Five,Teenager
10873,1700,27/03/2018 09:05,Start preparing pizza,A,Munich District One,10.0,3.0,Delivery Scooters ,Monday,13.0,Deliveruu Inc.,Munich District One,Student
10874,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,7.0,1.0,Delivery Scooters ,Sunday,12.0,BestOrder Inc.,Munich District Four,Student
10875,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,16.0,4.0,Chef 1,Sunday,18.0,Feedera SE,Munich District One,Student
10876,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,11.0,4.0,Phone Bill,Saturday,13.0,Deliver Now Holding,Munich District Three,Teenager
10877,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,9.0,2.0,Delivery Scooters ,Saturday,18.0,BestOrder Inc.,Munich District One,Student
10878,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,22.0,0.0,Chef 2,Friday,17.0,Deliver Now Holding,Munich District Three,Adult
10879,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,8.0,1.0,Chef 2,Saturday,18.0,BestOrder Inc.,Munich District Four,Student
10880,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,38.0,1.0,Chef 1,Sunday,15.0,BestOrder Inc.,Munich District Three,Student
10881,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,39.0,4.0,Chef 2,Sunday,18.0,Feedera SE,Munich District Two,Student
10882,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,1.0,0.0,Chef 2,Saturday,19.0,Feedera SE,Munich District One,Adult
10883,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,8.0,1.0,Chef 2,Thursday,21.0,Deliver Now Holding,Munich District Two,Teenager
10884,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,13.0,1.0,Chef 2,Sunday,19.0,Feedera SE,Munich District One,Student
10885,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,10.0,3.0,Ingredients,Saturday,18.0,Feedera SE,Munich District Five,Teenager
10886,1701,27/03/2018 09:18,Baking pizza ready,A,Munich District One,10.0,3.0,Delivery Scooters ,Monday,13.0,Deliveruu Inc.,Munich District One,Student
10887,1702,27/03/2018 09:25,Plan route,A,Munich District One,7.0,1.0,Delivery Scooters ,Sunday,12.0,BestOrder Inc.,Munich District Four,Student
10888,1702,27/03/2018 09:25,Plan route,A,Munich District One,16.0,4.0,Chef 1,Sunday,18.0,Feedera SE,Munich District One,Student
10889,1702,27/03/2018 09:25,Plan route,A,Munich District One,11.0,4.0,Phone Bill,Saturday,13.0,Deliver Now Holding,Munich District Three,Teenager
10890,1702,27/03/2018 09:25,Plan route,A,Munich District One,9.0,2.0,Delivery Scooters ,Saturday,18.0,BestOrder Inc.,Munich District One,Student
10891,1702,27/03/2018 09:25,Plan route,A,Munich District One,22.0,0.0,Chef 2,Friday,17.0,Deliver Now Holding,Munich District Three,Adult
10892,1702,27/03/2018 09:25,Plan route,A,Munich District One,8.0,1.0,Chef 2,Saturday,18.0,BestOrder Inc.,Munich District Four,Student
10893,1702,27/03/2018 09:25,Plan route,A,Munich District One,38.0,1.0,Chef 1,Sunday,15.0,BestOrder Inc.,Munich District Three,Student
10894,1702,27/03/2018 09:25,Plan route,A,Munich District One,39.0,4.0,Chef 2,Sunday,18.0,Feedera SE,Munich District Two,Student
10895,1702,27/03/2018 09:25,Plan route,A,Munich District One,1.0,0.0,Chef 2,Saturday,19.0,Feedera SE,Munich District One,Adult
10896,1702,27/03/2018 09:25,Plan route,A,Munich District One,8.0,1.0,Chef 2,Thursday,21.0,Deliver Now Holding,Munich District Two,Teenager
10897,1702,27/03/2018 09:25,Plan route,A,Munich District One,13.0,1.0,Chef 2,Sunday,19.0,Feedera SE,Munich District One,Student
10898,1702,27/03/2018 09:25,Plan route,A,Munich District One,10.0,3.0,Ingredients,Saturday,18.0,Feedera SE,Munich District Five,Teenager
10899,1702,27/03/2018 09:25,Plan route,A,Munich District One,10.0,3.0,Delivery Scooters ,Monday,13.0,Deliveruu Inc.,Munich District One,Student
10900,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,7.0,1.0,Delivery Scooters ,Sunday,12.0,BestOrder Inc.,Munich District Four,Student
10901,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,16.0,4.0,Chef 1,Sunday,18.0,Feedera SE,Munich District One,Student
10902,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,11.0,4.0,Phone Bill,Saturday,13.0,Deliver Now Holding,Munich District Three,Teenager
10903,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,9.0,2.0,Delivery Scooters ,Saturday,18.0,BestOrder Inc.,Munich District One,Student
10904,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,22.0,0.0,Chef 2,Friday,17.0,Deliver Now Holding,Munich District Three,Adult
10905,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,8.0,1.0,Chef 2,Saturday,18.0,BestOrder Inc.,Munich District Four,Student
10906,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,38.0,1.0,Chef 1,Sunday,15.0,BestOrder Inc.,Munich District Three,Student
10907,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,39.0,4.0,Chef 2,Sunday,18.0,Feedera SE,Munich District Two,Student
10908,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,1.0,0.0,Chef 2,Saturday,19.0,Feedera SE,Munich District One,Adult
10909,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,8.0,1.0,Chef 2,Thursday,21.0,Deliver Now Holding,Munich District Two,Teenager
10910,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,13.0,1.0,Chef 2,Sunday,19.0,Feedera SE,Munich District One,Student
10911,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,10.0,3.0,Ingredients,Saturday,18.0,Feedera SE,Munich District Five,Teenager
10912,1703,27/03/2018 09:28,Departure pizza,A,Munich District One,10.0,3.0,Delivery Scooters ,Monday,13.0,Deliveruu Inc.,Munich District One,Student
10913,1704,27/03/2018 09:37,Pizza arrives at customer,A,Munich District One,7.0,1.0,Delivery Scooters ,Sunday,12.0,BestOrder Inc.,Munich District Four,Student
10914,1704,27/03/2018 09:37,Pizza arrives at customer,A,Munich District One,16.0,4.0,Chef 1,Sunday,18.0,Feedera SE,Munich District One,Student
10915,1704,27/03/2018 09:37,Pizza arrives at customer,A,Munich District One,11.0,4.0,Phone Bill,Saturday,13.0,Deliver Now Holding,Munich District Three,Teenager
10916,1704,27/03/2018 09:37,Pizza arrives at customer,A,Munich District One,9.0,2.0,Delivery Scooters ,Saturday,18.0,BestOrder Inc.,Munich District One,Student
10917,1704,27/03/2018 09:37,Pizza arrives at customer,A,Munich District One,22.0,0.0,Chef 2,Friday,17.0,Deliver Now Holding,Munich District Three,Adult
10918,1704,27/03/2018 09:37,Pizza arrives at customer,A,Munich District One,8.0,1.0,Chef 2,Saturday,18.0,BestOrder Inc.,Munich District Four,Student
10919,1704,27/03/2018 09:37,Pizza arrives at customer,A,Munich District One,38.0,1.0,Chef 1,Sunday,15.0,BestOrder Inc.,Munich District Three,Student
10920,1704,27/03/2018 09:37,Pizza arrives at customer,A,Munich District One,39.0,4.0,Chef 2,Sunday,18.0,Feedera SE,Munich District Two,Student
10921,1704,27/03/2018 09:37,Pizza arrives at customer,A,Munich District One,1.0,0.0,Chef 2,Saturday,19.0,Feedera SE,Munich District One,Adult
10922,1704,27/03/2018 09:37,Pizza arrives at customer,A,Munich District One,8.0,1.0,Chef 2,Thursday,21.0,Deliver Now Holding,Munich District Two,Teenager
10923,1704,27/03/2018 09:37,Pizza arrives at customer,A,Munich District One,13.0,1.0,Chef 2,Sunday,19.0,Feedera SE,Munich District One,Student
10924,1704,27/03/2018 09:37,Pizza arrives at customer,A,Munich District One,10.0,3.0,Ingredients,Saturday,18.0,Feedera SE,Munich District Five,Teenager
