_CASE_KEY;Variant;Customer_ID;Revenue;Costs;Pizza Type;Pizza Size;Customer Satisfaction;Cost Factor;Weekday;Daytime;Distribution Channel;Customer Location;Customer Type
1417;4;274;29;2;Magherita;Small;0;Delivery Scooters ;Wednesday;18;BestOrder Inc.;Munich District One;Student
1796;4;84;21;8;Speciale;Small;2;Delivery Guy 2;Friday;13;Deliver Now Holding;Munich District One;Teenager
463;4;130;60;9;Salami;Large;1;Ingredients;Friday;12;Feedera SE;Munich District Two;Student
1974;4;206;34;10;Funghi;Large;0;Chef 2;Saturday;18;Heropizza Lmtd.;Munich District Two;Student
1972;4;203;8;16;Funghi;Small;1;Chef 1;Saturday;12;Feedera SE;Munich District Two;Senior
1390;4;181;36;7;Funghi;Large;1;Chef 2;Sunday;18;Deliver Now Holding;Munich District Five;Student
1315;4;11;28;16;Funghi;Medium;0;Ingredients;Sunday;14;Feedera SE;Munich District Two;Student
1510;4;191;15;2;Speciale;Small;0;Ingredients;Sunday;18;Feedera SE;Munich District One;Student
869;4;154;50;5;Funghi;Large;3;Chef 1;Wednesday;14;Feedera SE;Munich District Three;Student
484;4;250;52;5;Funghi;Large;2;Delivery Scooters ;Saturday;12;Deliver Now Holding;Munich District Two;Student
1189;4;124;56;7;Funghi;Large;0;Waiter;Saturday;12;Deliveruu Inc.;Munich District Three;Student
1684;4;74;43;13;Calzone;Medium;0;Chef 2;Friday;19;Deliver Now Holding;Munich District One;Adult
1717;4;171;21;1;Magherita;Small;2;Chef 1;Sunday;17;Deliver Now Holding;Munich District One;Student
1507;4;263;46;10;Funghi;Small;2;Phone Bill;Saturday;12;Deliver Now Holding;Munich District Three;Student
410;4;156;22;1;Funghi;Small;2;Waiter;Sunday;12;BestOrder Inc.;Munich District One;Student
1445;4;255;6;2;Veggie;Large;2;Delivery Guy 1 ;Wednesday;18;Feedera SE;Munich District One;Teenager
1824;4;38;35;5;Magherita;Small;2;Ingredients;Friday;19;BestOrder Inc.;Munich District Four;Teenager
307;4;20;29;9;Funghi;Large;0;Chef 2;Friday;21;Feedera SE;Munich District Two;Student
721;4;44;5;37;Salami;Large;1;Ingredients;Tuesday;14;Feedera SE;Munich District One;Student
389;4;38;24;16;Funghi;Large;1;Chef 1;Thursday;19;Feedera SE;Munich District Five;Teenager
1227;4;78;36;11;Calzone;Small;0;Delivery Scooters ;Friday;18;Deliveruu Inc.;Munich District One;Teenager
1670;4;262;5;44;Funghi;Medium;3;Phone Bill;Friday;18;TownExpress Inc. ;Munich District Three;Student
1872;4;285;30;3;Calzone;Small;0;Chef 1;Sunday;12;Feedera SE;Munich District One;Student
1652;4;222;47;5;Veggie;Small;0;Delivery Guy 1 ;Saturday;20;Feedera SE;Munich District Three;Student
1921;4;116;10;1;Calzone;Small;1;Delivery Guy 2;Tuesday;18;BestOrder Inc.;Munich District One;Student
1159;4;178;17;3;Funghi;Medium;0;Phone Bill;Friday;12;Orderly SE;Munich District One;Student
416;4;134;36;10;Calzone;Small;2;Waiter;Wednesday;18;Deliveruu Inc.;Munich District Two;Student
1577;4;248;11;3;Salami;Medium;0;Ingredients;Saturday;18;Feedera SE;Munich District One;Adult
1433;4;194;6;5;Salami;Medium;1;Delivery Scooters ;Friday;12;Deliveruu Inc.;Munich District One;Adult
7;4;97;50;7;Speciale;Medium;0;Ingredients;Friday;16;Feedera SE;Munich District Five;Student
542;4;131;47;43;Funghi;Small;2;Waiter;Sunday;12;Feedera SE;Munich District Three;Student
550;4;2;50;2;Salami;Small;1;Phone Bill;Friday;19;BestOrder Inc.;Munich District Five;Student
1953;4;235;18;16;Magherita;Small;2;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District Four;Student
627;4;157;6;10;Magherita;Small;3;Distribution channel fees;Saturday;13;Feedera SE;Munich District Three;Student
1616;4;158;39;11;Magherita;Large;1;Ingredients;Sunday;14;Deliver Now Holding;Munich District One;Adult
344;4;148;10;2;Magherita;Large;0;Delivery Scooters ;Sunday;12;Deliver Now Holding;Munich District Five;Student
977;4;118;10;13;Magherita;Large;2;Chef 1;Friday;20;BestOrder Inc.;Munich District One;Teenager
858;4;166;38;7;Funghi;Small;3;Waiter;Saturday;18;BestOrder Inc.;Munich District One;Senior
75;4;167;35;7;Calzone;Large;1;Chef 2;Friday;13;BestOrder Inc.;Munich District Two;Student
58;4;13;10;56;Magherita;Small;0;Delivery Scooters ;Friday;14;Feedera SE;Munich District One;Student
843;4;204;43;3;Speciale;Medium;2;Chef 1;Friday;20;Deliver Now Holding;Munich District Two;Adult
699;4;253;50;32;Salami;Small;0;Delivery Guy 1 ;Friday;12;BestOrder Inc.;Munich District Two;Teenager
634;4;36;36;38;Salami;Small;0;Ingredients;Sunday;20;Deliveruu Inc.;Munich District One;Student
1621;4;139;36;17;Funghi;Large;0;Waiter;Sunday;13;Feedera SE;Munich District Two;Student
194;4;173;8;9;Magherita;Medium;1;Waiter;Saturday;12;BestOrder Inc.;Munich District Two;Student
1769;4;212;51;11;Funghi;Small;0;Ingredients;Friday;18;Feedera SE;Munich District One;Student
1995;4;43;49;3;Magherita;Small;1;Ingredients;Saturday;11;Deliveruu Inc.;Munich District Four;Student
97;4;148;52;7;Salami;Small;0;Waiter;Wednesday;12;BestOrder Inc.;Munich District Four;Teenager
337;4;291;37;1;Speciale;Small;2;Chef 2;Saturday;13;Orderly SE;Munich District One;Student
614;4;245;29;13;Salami;Large;1;Waiter;Wednesday;18;Heropizza Lmtd.;Munich District One;Student
1672;4;64;23;8;Veggie;Large;1;Waiter;Tuesday;18;Feedera SE;Munich District Two;Adult
1469;4;268;50;1;Veggie;Small;0;Chef 2;Friday;15;BestOrder Inc.;Munich District Five;Senior
175;4;160;36;10;Veggie;Small;0;Delivery Guy 2;Saturday;17;BestOrder Inc.;Munich District One;Student
486;4;182;9;60;Salami;Medium;2;Delivery Guy 2;Sunday;13;Deliver Now Holding;Munich District Three;Student
1834;4;230;56;28;Speciale;Large;0;Delivery Guy 1 ;Tuesday;13;Feedera SE;Munich District One;Student
1551;4;153;21;9;Calzone;Medium;1;Delivery Scooters ;Friday;11;Deliver Now Holding;Munich District One;Student
1739;4;202;11;8;Magherita;Small;1;Chef 2;Saturday;18;BestOrder Inc.;Munich District Four;Student
1078;4;297;10;3;Magherita;Small;0;Ingredients;Wednesday;11;Deliveruu Inc.;Munich District Two;Senior
306;4;189;10;7;Funghi;Medium;0;Ingredients;Saturday;17;Deliver Now Holding;Munich District Two;Teenager
346;4;93;52;11;Funghi;Small;0;Chef 2;Sunday;19;BestOrder Inc.;Munich District Three;Student
221;4;285;10;11;Funghi;Large;3;Phone Bill;Saturday;14;Deliveruu Inc.;Munich District Three;Student
619;4;182;10;56;Magherita;Small;1;Chef 2;Saturday;18;Deliveruu Inc.;Munich District One;Student
1673;4;35;5;11;Speciale;Large;1;Chef 2;Saturday;18;Deliver Now Holding;Munich District One;Student
803;4;34;36;10;Magherita;Large;0;Delivery Scooters ;Friday;12;Deliveruu Inc.;Munich District Three;Student
1782;4;230;8;16;Salami;Small;0;Phone Bill;Monday;12;Orderly SE;Munich District One;Student
1400;4;204;6;32;Magherita;Small;0;Delivery Guy 2;Monday;21;BestOrder Inc.;Munich District One;Teenager
1482;4;57;5;7;Veggie;Small;1;Chef 2;Thursday;13;Deliver Now Holding;Munich District Four;Teenager
321;4;294;21;51;Speciale;Small;1;Delivery Scooters ;Saturday;18;BestOrder Inc.;Munich District Three;Student
1036;4;70;10;4;Funghi;Medium;1;Delivery Guy 2;Saturday;11;Deliver Now Holding;Munich District One;Student
1895;4;226;55;5;Magherita;Small;2;Waiter;Wednesday;11;Feedera SE;Munich District One;Teenager
624;4;195;36;4;Salami;Large;0;Chef 1;Friday;18;Deliveruu Inc.;Munich District Three;Adult
802;4;126;16;35;Salami;Small;2;Delivery Guy 2;Wednesday;18;Deliveruu Inc.;Munich District Five;Adult
1795;4;11;25;25;Magherita;Medium;1;Chef 1;Sunday;13;Deliveruu Inc.;Munich District Four;Teenager
67;4;102;8;29;Funghi;Small;2;Delivery Guy 2;Sunday;19;BestOrder Inc.;Munich District Four;Teenager
1055;4;122;21;11;Funghi;Small;2;Delivery Scooters ;Friday;19;Feedera SE;Munich District One;Adult
1566;4;91;54;5;Salami;Small;3;Distribution channel fees;Saturday;19;Deliver Now Holding;Munich District One;Student
454;4;134;10;7;Funghi;Large;0;Chef 2;Wednesday;14;Feedera SE;Munich District Three;Student
360;4;183;19;13;Salami;Small;1;Waiter;Friday;18;Feedera SE;Munich District Two;Student
125;4;104;21;15;Veggie;Large;3;Waiter;Sunday;13;Deliver Now Holding;Munich District One;Adult
413;4;145;11;2;Magherita;Large;0;Delivery Scooters ;Friday;10;Orderly SE;Munich District One;Teenager
473;4;53;23;2;Calzone;Large;0;Chef 1;Sunday;17;BestOrder Inc.;Munich District Two;Student
304;4;85;4;2;Veggie;Small;1;Delivery Guy 2;Friday;20;BestOrder Inc.;Munich District Four;Student
734;4;278;10;8;Funghi;Large;2;Chef 2;Friday;11;BestOrder Inc.;Munich District Three;Senior
1018;4;164;15;10;Salami;Large;2;Chef 1;Friday;20;BestOrder Inc.;Munich District Five;Teenager
1132;4;186;38;7;Salami;Medium;2;Delivery Guy 1 ;Saturday;13;Deliver Now Holding;Munich District Three;Student
214;4;148;51;10;Speciale;Large;0;Chef 1;Saturday;18;Deliver Now Holding;Munich District Two;Student
256;4;28;29;34;Speciale;Small;1;Ingredients;Saturday;19;BestOrder Inc.;Munich District Four;Teenager
811;4;19;50;5;Speciale;Small;2;Delivery Guy 2;Sunday;12;BestOrder Inc.;Munich District Four;Teenager
1145;4;62;10;10;Magherita;Large;0;Phone Bill;Sunday;12;Deliver Now Holding;Munich District Three;Student
1233;4;174;9;37;Speciale;Small;0;Phone Bill;Saturday;20;Heropizza Lmtd.;Munich District Four;Adult
72;4;214;21;9;Calzone;Small;0;Phone Bill;Friday;15;Deliver Now Holding;Munich District Three;Teenager
1990;4;97;5;56;Speciale;Small;1;Delivery Guy 2;Thursday;19;Feedera SE;Munich District Three;Student
1979;4;105;21;2;Funghi;Small;0;Ingredients;Saturday;18;Deliveruu Inc.;Munich District Two;Student
1743;4;98;29;16;Magherita;Large;2;Ingredients;Wednesday;15;Deliver Now Holding;Munich District Three;Adult
692;4;186;10;13;Salami;Small;2;Ingredients;Sunday;13;Deliver Now Holding;Munich District One;Adult
1707;4;294;23;35;Magherita;Small;2;Chef 1;Sunday;15;Deliveruu Inc.;Munich District One;Student
1790;4;206;10;28;Paprika;Medium;2;Delivery Guy 2;Friday;19;Deliver Now Holding;Munich District Two;Student
159;4;43;23;33;Salami;Medium;1;Chef 2;Wednesday;10;BestOrder Inc.;Munich District Two;Teenager
19;4;128;20;13;Salami;Small;0;Chef 2;Saturday;14;Heropizza Lmtd.;Munich District Two;Adult
461;4;230;21;23;Funghi;Small;1;Phone Bill;Thursday;18;Feedera SE;Munich District Four;Adult
1359;4;288;11;7;Funghi;Large;0;Chef 2;Saturday;19;Feedera SE;Munich District One;Student
1357;4;240;17;23;Speciale;Medium;2;Chef 1;Wednesday;19;Heropizza Lmtd.;Munich District Four;Student
1475;4;283;29;11;Salami;Medium;2;Delivery Guy 2;Wednesday;12;BestOrder Inc.;Munich District Four;Teenager
1214;4;118;5;7;Speciale;Small;1;Chef 1;Friday;12;BestOrder Inc.;Munich District Four;Senior
507;4;190;36;11;Salami;Small;1;Phone Bill;Sunday;16;BestOrder Inc.;Munich District One;Student
1068;4;300;47;10;Magherita;Small;1;Chef 1;Saturday;12;Deliver Now Holding;Munich District One;Student
1135;4;234;5;16;Speciale;Small;0;Delivery Guy 2;Friday;12;Feedera SE;Munich District Three;Teenager
922;4;32;30;15;Calzone;Large;1;Ingredients;Friday;19;BestOrder Inc.;Munich District Three;Student
902;4;244;23;11;Funghi;Large;1;Delivery Scooters ;Friday;16;Feedera SE;Munich District Three;Student
1366;4;101;44;10;Magherita;Small;1;Phone Bill;Saturday;16;BestOrder Inc.;Munich District Four;Student
603;4;113;39;37;Veggie;Small;2;Chef 1;Friday;14;TownExpress Inc. ;Munich District Two;Student
92;4;273;29;46;Funghi;Small;1;Phone Bill;Wednesday;15;BestOrder Inc.;Munich District One;Student
694;4;28;5;39;Magherita;Medium;2;Chef 2;Friday;19;BestOrder Inc.;Munich District Four;Teenager
1840;4;114;29;2;Salami;Small;2;Chef 2;Friday;18;Feedera SE;Munich District Five;Senior
177;4;225;36;20;Magherita;Medium;0;Delivery Scooters ;Sunday;11;Feedera SE;Munich District One;Teenager
381;4;41;36;46;Salami;Large;1;Ingredients;Sunday;21;TownExpress Inc. ;Munich District One;Student
284;4;58;8;2;Magherita;Large;1;Phone Bill;Friday;12;BestOrder Inc.;Munich District One;Teenager
596;4;9;8;5;Calzone;Small;0;Ingredients;Wednesday;12;Orderly SE;Munich District Two;Teenager
1898;4;296;6;9;Salami;Small;0;Distribution channel fees;Friday;11;BestOrder Inc.;Munich District Four;Student
1597;4;222;6;50;Salami;Large;1;Ingredients;Friday;12;Heropizza Lmtd.;Munich District Two;Student
1109;4;126;25;10;Salami;Small;0;Phone Bill;Wednesday;19;BestOrder Inc.;Munich District Four;Student
1363;4;221;29;5;Salami;Large;2;Delivery Scooters ;Wednesday;18;Feedera SE;Munich District One;Student
1514;4;29;47;25;Magherita;Small;0;Ingredients;Saturday;18;TownExpress Inc. ;Munich District One;Student
633;4;256;36;47;Paprika;Large;0;Waiter;Sunday;18;Deliver Now Holding;Munich District Three;Student
1379;4;101;30;11;Magherita;Small;1;Waiter;Wednesday;18;BestOrder Inc.;Munich District One;Student
643;4;41;10;39;Salami;Large;2;Waiter;Sunday;14;Feedera SE;Munich District Five;Adult
313;4;237;29;16;Salami;Large;0;Ingredients;Sunday;18;Feedera SE;Munich District One;Student
1785;4;265;5;5;Salami;Large;2;Ingredients;Friday;18;BestOrder Inc.;Munich District One;Teenager
1773;4;94;38;31;Salami;Medium;2;Chef 2;Wednesday;18;Heropizza Lmtd.;Munich District One;Senior
720;4;295;6;11;Calzone;Large;2;Waiter;Thursday;19;Deliver Now Holding;Munich District One;Senior
509;4;129;29;16;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Teenager
992;4;179;56;2;Magherita;Large;2;Phone Bill;Saturday;19;Orderly SE;Munich District One;Adult
1573;4;282;49;22;Magherita;Small;2;Chef 2;Saturday;17;TownExpress Inc. ;Munich District One;Student
1402;4;46;36;35;Magherita;Large;3;Ingredients;Saturday;18;BestOrder Inc.;Munich District One;Senior
373;4;139;8;20;Magherita;Medium;0;Delivery Guy 2;Friday;13;Feedera SE;Munich District Five;Teenager
193;4;194;5;2;Magherita;Large;2;Chef 2;Wednesday;12;Deliver Now Holding;Munich District Three;Adult
1316;4;236;21;5;Salami;Small;1;Chef 2;Sunday;12;Deliver Now Holding;Munich District One;Adult
877;4;242;39;11;Speciale;Large;1;Chef 2;Wednesday;12;Deliver Now Holding;Munich District One;Student
1020;4;69;53;47;Calzone;Large;1;Chef 2;Saturday;19;Feedera SE;Munich District One;Student
444;4;42;36;9;Funghi;Small;2;Ingredients;Saturday;18;Heropizza Lmtd.;Munich District One;Teenager
1978;4;256;13;37;Veggie;Medium;2;Waiter;Saturday;13;Feedera SE;Munich District Three;Student
821;4;99;21;32;Salami;Large;2;Chef 1;Friday;12;BestOrder Inc.;Munich District One;Student
1623;4;111;19;10;Salami;Small;0;Delivery Guy 2;Saturday;13;Feedera SE;Munich District Two;Student
1889;4;238;5;16;Funghi;Large;2;Phone Bill;Saturday;17;BestOrder Inc.;Munich District One;Student
140;4;103;10;8;Magherita;Small;2;Chef 1;Sunday;13;Deliver Now Holding;Munich District Five;Student
1344;4;190;10;32;Salami;Medium;0;Chef 1;Friday;18;Deliver Now Holding;Munich District One;Student
1706;4;106;9;5;Funghi;Small;2;Ingredients;Sunday;12;Deliver Now Holding;Munich District Three;Student
1948;4;167;36;7;Magherita;Large;2;Chef 2;Friday;19;Feedera SE;Munich District One;Student
207;4;107;11;2;Salami;Small;0;Distribution channel fees;Saturday;14;BestOrder Inc.;Munich District One;Adult
1548;4;47;31;29;Paprika;Small;2;Delivery Scooters ;Thursday;18;Orderly SE;Munich District Three;Student
1874;4;125;56;3;Salami;Small;2;Waiter;Friday;13;Feedera SE;Munich District One;Student
1847;4;271;38;56;Salami;Medium;0;Chef 1;Friday;13;BestOrder Inc.;Munich District One;Teenager
1428;4;297;36;16;Salami;Large;0;Delivery Guy 2;Wednesday;19;BestOrder Inc.;Munich District Two;Student
884;4;288;5;10;Calzone;Medium;2;Chef 1;Sunday;12;Deliver Now Holding;Munich District One;Adult
878;4;17;53;56;Speciale;Small;0;Delivery Scooters ;Thursday;12;Deliver Now Holding;Munich District Two;Student
1016;4;278;5;12;Veggie;Large;0;Ingredients;Sunday;13;Deliver Now Holding;Munich District One;Adult
1746;4;296;11;35;Magherita;Large;1;Chef 1;Saturday;12;Feedera SE;Munich District One;Teenager
1992;4;251;5;5;Salami;Large;0;Chef 2;Wednesday;21;Deliver Now Holding;Munich District Three;Adult
1495;4;3;11;8;Funghi;Medium;0;Ingredients;Sunday;18;Orderly SE;Munich District One;Senior
64;4;141;35;7;Magherita;Small;2;Delivery Scooters ;Friday;13;BestOrder Inc.;Munich District Five;Student
534;4;107;9;13;Calzone;Small;0;Delivery Scooters ;Saturday;14;Feedera SE;Munich District One;Student
273;4;111;4;34;Salami;Small;0;Phone Bill;Friday;20;Deliver Now Holding;Munich District Three;Student
949;4;243;17;17;Speciale;Medium;2;Chef 1;Sunday;14;TownExpress Inc. ;Munich District One;Student
1452;4;249;30;8;Funghi;Medium;2;Chef 2;Saturday;18;Deliver Now Holding;Munich District Five;Student
1281;4;19;60;7;Funghi;Small;1;Chef 2;Wednesday;12;BestOrder Inc.;Munich District Three;Student
1331;4;194;56;2;Speciale;Small;0;Chef 2;Friday;19;Heropizza Lmtd.;Munich District Three;Adult
165;4;66;11;8;Calzone;Large;1;Waiter;Saturday;19;Feedera SE;Munich District One;Teenager
708;4;180;36;13;Magherita;Large;1;Chef 2;Saturday;13;Feedera SE;Munich District Two;Senior
1848;4;217;44;10;Funghi;Large;2;Waiter;Friday;12;Deliver Now Holding;Munich District Four;Teenager
808;4;107;9;13;Salami;Small;0;Waiter;Friday;13;Feedera SE;Munich District Five;Teenager
935;4;107;5;7;Salami;Large;1;Chef 1;Sunday;19;BestOrder Inc.;Munich District Three;Adult
1144;4;140;8;11;Calzone;Medium;1;Chef 2;Monday;18;Feedera SE;Munich District One;Teenager
101;4;187;50;2;Funghi;Small;2;Delivery Scooters ;Friday;12;Deliver Now Holding;Munich District One;Student
1;4;17;10;47;Salami;Small;2;Chef 1;Sunday;21;Deliver Now Holding;Munich District One;Teenager
874;4;108;21;9;Salami;Medium;2;Chef 1;Sunday;12;Deliver Now Holding;Munich District One;Senior
921;4;15;36;29;Calzone;Large;3;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Teenager
983;4;262;8;11;Funghi;Large;2;Ingredients;Friday;12;Deliver Now Holding;Munich District Three;Student
1943;4;156;6;10;Salami;Small;3;Waiter;Sunday;14;Deliver Now Holding;Munich District Four;Student
1887;4;24;36;4;Speciale;Large;1;Chef 1;Sunday;11;Deliver Now Holding;Munich District One;Student
976;4;207;9;34;Salami;Medium;0;Chef 2;Friday;13;TownExpress Inc. ;Munich District Two;Student
1431;4;161;16;3;Funghi;Small;2;Phone Bill;Saturday;19;Deliver Now Holding;Munich District One;Student
817;4;5;36;15;Calzone;Small;3;Waiter;Friday;14;Feedera SE;Munich District Three;Student
1263;4;15;29;15;Funghi;Large;2;Phone Bill;Thursday;12;Deliver Now Holding;Munich District Four;Student
894;4;11;32;9;Funghi;Medium;2;Phone Bill;Thursday;19;BestOrder Inc.;Munich District Two;Student
1810;4;239;12;7;Veggie;Small;1;Ingredients;Sunday;15;Feedera SE;Munich District One;Adult
703;4;51;46;9;Speciale;Large;0;Ingredients;Friday;12;BestOrder Inc.;Munich District Five;Student
1240;4;128;44;47;Magherita;Medium;0;Phone Bill;Friday;12;BestOrder Inc.;Munich District Two;Student
866;4;216;29;3;Veggie;Medium;1;Delivery Scooters ;Friday;21;Feedera SE;Munich District One;Student
642;4;73;49;39;Magherita;Small;1;Delivery Scooters ;Sunday;17;BestOrder Inc.;Munich District Four;Student
1528;4;291;16;8;Funghi;Small;1;Delivery Guy 2;Monday;13;Deliver Now Holding;Munich District Two;Teenager
1111;4;108;13;5;Magherita;Small;1;Waiter;Sunday;13;Deliver Now Holding;Munich District Three;Student
328;4;98;36;9;Magherita;Large;0;Ingredients;Friday;19;Feedera SE;Munich District Three;Teenager
1141;4;129;29;29;Funghi;Medium;2;Chef 2;Thursday;12;Deliver Now Holding;Munich District One;Teenager
632;4;145;11;60;Salami;Medium;1;Phone Bill;Friday;18;BestOrder Inc.;Munich District One;Student
248;4;198;34;2;Magherita;Small;0;Phone Bill;Friday;18;Feedera SE;Munich District Four;Student
1867;4;15;12;8;Funghi;Small;1;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District Four;Teenager
80;4;131;46;10;Calzone;Large;1;Delivery Scooters ;Friday;19;BestOrder Inc.;Munich District Three;Senior
108;4;121;8;2;Speciale;Large;0;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
1929;4;224;39;10;Salami;Small;2;Ingredients;Wednesday;11;Feedera SE;Munich District Two;Teenager
560;4;96;21;1;Funghi;Small;1;Phone Bill;Saturday;12;Feedera SE;Munich District Two;Student
35;4;30;8;43;Magherita;Medium;1;Delivery Guy 2;Saturday;14;Deliver Now Holding;Munich District One;Student
1319;4;168;15;38;Salami;Small;2;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
1235;4;27;32;44;Salami;Small;3;Waiter;Wednesday;21;Feedera SE;Munich District One;Adult
172;4;274;9;49;Magherita;Small;2;Chef 2;Sunday;13;Deliver Now Holding;Munich District One;Student
1226;4;84;21;50;Magherita;Small;1;Chef 1;Saturday;13;BestOrder Inc.;Munich District Three;Student
206;4;243;9;17;Magherita;Small;2;Chef 2;Saturday;20;Deliveruu Inc.;Munich District Four;Student
1072;4;43;15;11;Calzone;Large;2;Chef 1;Sunday;18;Deliveruu Inc.;Munich District One;Adult
